-1.072346,-1.087632,-1.098862,-1.105462,-1.106909,-1.102782,-1.092821,-1.076985,-1.055527,-1.029046,-0.998534,-0.965385,-0.931371,-0.898572,-0.869257,-0.845734,-0.830191,-0.824537,-0.830280,-0.848448,-0.879572,-0.923703,-0.980477,-1.049185,-1.128849,-1.218277,-1.316095,-1.420762,-1.530552,-1.643543,-1.757601,-1.870389,-1.979415,-2.082109,-2.175950,-2.258608,-2.328096,-2.382896,-2.422058,-2.445229,-2.452638,-2.445029,-2.423561,-2.389691,-2.345056,-2.291366,-2.230315,-2.163517,-2.092456,-2.018462
-1.117542,-1.130812,-1.138750,-1.140517,-1.135314,-1.122446,-1.101402,-1.071949,-1.034239,-0.988903,-0.937136,-0.880731,-0.822070,-0.764021,-0.709783,-0.662658,-0.625797,-0.601961,-0.593332,-0.601400,-0.626935,-0.670046,-0.730281,-0.806754,-0.898263,-1.003375,-1.120470,-1.247739,-1.383149,-1.524390,-1.668824,-1.813474,-1.955060,-2.090112,-2.215143,-2.326872,-2.422464,-2.499736,-2.557300,-2.594627,-2.612009,-2.610455,-2.591540,-2.557223,-2.509679,-2.451146,-2.383811,-2.309718,-2.230721,-2.148451
-1.164549,-1.175182,-1.178867,-1.174397,-1.160574,-1.136288,-1.100629,-1.053025,-0.993398,-0.922331,-0.841211,-0.752322,-0.658850,-0.564777,-0.474641,-0.393199,-0.325026,-0.274139,-0.243693,-0.235813,-0.251577,-0.291122,-0.353828,-0.438534,-0.543726,-0.667672,-0.808481,-0.964075,-1.132115,-1.309877,-1.494140,-1.681116,-1.866473,-2.045473,-2.213232,-2.365065,-2.496870,-2.605465,-2.688823,-2.746159,-2.777878,-2.785398,-2.770905,-2.737081,-2.686858,-2.623200,-2.548950,-2.466719,-2.378829,-2.287285
-1.213587,-1.220895,-1.219233,-1.206885,-1.182082,-1.143100,-1.088406,-1.016851,-0.927917,-0.821970,-0.700524,-0.566432,-0.423949,-0.278616,-0.136926,-0.005798,0.108054,0.198749,0.261716,0.293948,0.294005,0.261806,0.198298,0.105090,-0.015855,-0.162427,-0.332449,-0.523618,-0.733343,-0.958518,-1.195282,-1.438849,-1.683476,-1.922633,-2.149381,-2.356931,-2.539261,-2.691677,-2.811199,-2.896697,-2.948782,-2.969512,-2.961996,-2.929975,-2.877451,-2.808392,-2.726521,-2.635191,-2.537321,-2.435382
-1.264957,-1.268211,-1.259990,-1.237891,-1.199340,-1.141715,-1.062528,-0.959694,-0.831887,-0.678954,-0.502358,-0.305552,-0.094178,0.124024,0.339685,0.542621,0.722872,0.871737,0.982566,1.051147,1.075660,1.056277,0.994570,0.892898,0.753899,0.580169,0.374159,0.138284,-0.124782,-0.411690,-0.717965,-1.037634,-1.363075,-1.685202,-1.994025,-2.279542,-2.532778,-2.746727,-2.916991,-3.041979,-3.122697,-3.162237,-3.165122,-3.136655,-3.082371,-3.007626,-2.917330,-2.815800,-2.706714,-2.593116
-1.319067,-1.317529,-1.301460,-1.267533,-1.212066,-1.131145,-1.020850,-0.877607,-0.698695,-0.482893,-0.231220,0.052357,0.360452,0.682238,1.004073,1.310782,1.587384,1.820858,2.001474,2.123399,2.184516,2.185668,2.129602,2.019943,1.860370,1.654125,1.403870,1.111889,0.780584,0.413195,0.014614,-0.407875,-0.844188,-1.281574,-1.705448,-2.100838,-2.454153,-2.754809,-2.996289,-3.176438,-3.297027,-3.362845,-3.380611,-3.357955,-3.302610,-3.221855,-3.122188,-3.009183,-2.887469,-2.760791
-1.376450,-1.369426,-1.344201,-1.296236,-1.220342,-1.110791,-0.961556,-0.766753,-0.521342,-0.222092,0.131198,0.534418,0.978119,1.447174,1.921550,2.378330,2.794650,3.150769,3.432365,3.631472,3.746006,3.778305,3.733277,3.616679,3.433820,3.188816,2.884407,2.522295,2.103938,1.631737,1.110459,0.548620,-0.040551,-0.639054,-1.225307,-1.776531,-2.271817,-2.694976,-3.036349,-3.293177,-3.468713,-3.570575,-3.608919,-3.594853,-3.539259,-3.452069,-3.341894,-3.215921,-3.079966,-2.938614
-1.437777,-1.424688,-1.389076,-1.324841,-1.224797,-1.080719,-0.883557,-0.623945,-0.293098,0.115772,0.605534,1.172874,1.806191,2.484485,3.178138,3.852079,4.470864,5.004153,5.430750,5.740024,5.930760,6.008359,5.981594,5.859775,5.650756,5.359865,4.989679,4.540547,4.011817,3.403696,2.719624,1.968813,1.168287,0.343519,-0.473167,-1.246561,-1.943988,-2.540415,-3.021548,-3.384228,-3.634557,-3.784898,-3.850806,-3.848564,-3.793541,-3.699289,-3.577199,-3.436502,-3.284463,-3.126661
-1.503857,-1.484332,-1.437302,-1.354714,-1.226804,-1.042000,-0.787038,-0.447445,-0.008615,0.542264,1.213270,2.003892,2.900948,3.875714,4.884230,5.872169,6.783748,7.571721,8.204604,8.668764,8.965713,9.106774,9.107424,8.982767,8.744587,8.399902,7.950727,7.394863,6.727648,5.944749,5.045958,4.039666,2.946994,1.803875,0.659178,-0.431874,-1.417469,-2.258532,-2.934087,-3.441365,-3.791892,-4.005974,-4.107585,-4.120647,-4.066825,-3.964539,-3.828763,-3.671264,-3.501044,-3.324830
-1.575628,-1.549603,-1.490482,-1.387839,-1.228677,-0.997085,-0.674111,-0.238060,0.334394,1.065784,1.973606,3.064036,4.324344,5.716348,7.174891,8.615024,9.947784,11.098788,12.021327,12.699137,13.140260,13.366899,13.405779,13.281145,13.010689,12.603769,12.061258,11.376654,10.538430,9.533936,8.355187,7.006409,5.512057,3.922202,2.311106,0.766393,-0.628771,-1.813030,-2.756127,-3.457820,-3.939733,-4.235306,-4.381441,-4.413107,-4.360621,-4.248784,-4.097074,-3.920327,-3.729564,-3.532794
