-0.885676,-0.738343,-0.583834,-0.422209,-0.253570,-0.078064,0.104112,0.292713,0.487436,0.687920,0.893747,1.104432,1.319428,1.538120,1.759824,1.983789,2.209195,2.435151,2.660700,2.884820,3.106425,3.324368,3.537446,3.744407,3.943951,4.134740,4.315405,4.484553,4.640778,4.782669,4.908820,5.017842,5.108377,5.179104,5.228758,5.256137,5.260120,5.239673,5.193867,5.121889,5.023049,4.896794,4.742719,4.560571,4.350261,4.111863,3.845626,3.551972,3.231495,2.884965,2.513321,2.117667,1.699267,1.259534,0.800026,0.322427,-0.171458,-0.679723,-1.200369,-1.731325,-2.270456,-2.815588,-3.364517,-3.915028,-4.464908,-5.011968,-5.554050,-6.089046,-6.614912,-7.129682,-7.631477,-8.118522,-8.589150,-9.041818,-9.475115,-9.887764,-10.278637,-10.646751,-10.991280,-11.311550,-11.607046,-11.877408,-12.122428,-12.342049,-12.536360,-12.705587,-12.850086,-12.970337,-13.066931,-13.140562,-13.192013,-13.222147,-13.231894,-13.222237,-13.194206,-13.148861,-13.087281,-13.010561,-12.919792,-12.816061
-0.759410,-0.598113,-0.428777,-0.251443,-0.066192,0.126843,0.327478,0.535474,0.750531,0.972285,1.200309,1.434103,1.673098,1.916649,2.164035,2.414459,2.667046,2.920843,3.174821,3.427875,3.678826,3.926426,4.169364,4.406263,4.635697,4.856188,5.066220,5.264248,5.448701,5.618003,5.770576,5.904856,6.019305,6.112424,6.182770,6.228965,6.249714,6.243821,6.210196,6.147878,6.056040,5.934008,5.781266,5.597472,5.382462,5.136260,4.859081,4.551337,4.213635,3.846777,3.451761,3.029771,2.582171,2.110499,1.616451,1.101874,0.568748,0.019175,-0.544643,-1.120416,-1.705783,-2.298336,-2.895630,-3.495207,-4.094610,-4.691404,-5.283188,-5.867617,-6.442413,-7.005383,-7.554431,-8.087573,-8.602948,-9.098831,-9.573641,-10.025950,-10.454490,-10.858162,-11.236038,-11.587362,-11.911557,-12.208217,-12.477112,-12.718179,-12.931520,-13.117391,-13.276198,-13.408483,-13.514914,-13.596274,-13.653448,-13.687406,-13.699195,-13.689921,-13.660739,-13.612833,-13.547414,-13.465700,-13.368905,-13.258238
-0.625218,-0.448979,-0.263755,-0.069557,0.133553,0.345466,0.566012,0.794964,1.032028,1.276842,1.528973,1.787910,2.053061,2.323756,2.599237,2.878662,3.161100,3.445534,3.730859,4.015884,4.299334,4.579853,4.856009,5.126300,5.389155,5.642947,5.886002,6.116601,6.333000,6.533434,6.716135,6.879341,7.021315,7.140356,7.234817,7.303121,7.343776,7.355393,7.336701,7.286564,7.203995,7.088173,6.938454,6.754384,6.535710,6.282386,5.994584,5.672694,5.317331,4.929327,4.509737,4.059828,3.581072,3.075138,2.543878,1.989315,1.413624,0.819119,0.208231,-0.416508,-1.052486,-1.697033,-2.347436,-3.000965,-3.654891,-4.306503,-4.953129,-5.592156,-6.221043,-6.837343,-7.438714,-8.022940,-8.587936,-9.131771,-9.652670,-10.149033,-10.619434,-11.062638,-11.477600,-11.863468,-12.219592,-12.545516,-12.840978,-13.105909,-13.340423,-13.544813,-13.719537,-13.865207,-13.982579,-14.072540,-14.136086,-14.174314,-14.188403,-14.179598,-14.149194,-14.098523,-14.028938,-13.941799,-13.838462,-13.720267
-0.482983,-0.290781,-0.088554,0.123718,0.346002,0.578215,0.820208,1.071771,1.332622,1.602404,1.880683,2.166938,2.460563,2.760861,3.067041,3.378215,3.693398,4.011507,4.331359,4.651674,4.971075,5.288094,5.601171,5.908664,6.208852,6.499946,6.780095,7.047396,7.299907,7.535659,7.752671,7.948961,8.122568,8.271563,8.394068,8.488278,8.552476,8.585051,8.584521,8.549547,8.478954,8.371747,8.227127,8.044506,7.823517,7.564031,7.266157,6.930255,6.556933,6.147053,5.701724,5.222299,4.710364,4.167730,3.596419,2.998644,2.376797,1.733427,1.071219,0.392973,-0.298418,-0.999993,-1.708741,-2.421628,-3.135618,-3.847694,-4.554880,-5.254260,-5.943001,-6.618367,-7.277741,-7.918641,-8.538731,-9.135844,-9.707988,-10.253359,-10.770356,-11.257582,-11.713859,-12.138224,-12.529939,-12.888487,-13.213571,-13.505110,-13.763233,-13.988269,-14.180734,-14.341323,-14.470892,-14.570441,-14.641099,-14.684105,-14.700788,-14.692552,-14.660855,-14.607193,-14.533082,-14.440044,-14.329593,-14.203221
-0.332625,-0.123396,0.096997,0.328610,0.571448,0.825457,1.090518,1.366443,1.652967,1.949745,2.256345,2.572244,2.896824,3.229365,3.569045,3.914935,4.265994,4.621073,4.978911,5.338136,5.697265,6.054710,6.408777,6.757677,7.099527,7.432360,7.754135,8.062747,8.356040,8.631817,8.887860,9.121944,9.331855,9.515405,9.670460,9.794951,9.886904,9.944455,9.965874,9.949586,9.894196,9.798503,9.661521,9.482500,9.260936,8.996589,8.689489,8.339948,7.948558,7.516202,7.044040,6.533514,5.986329,5.404451,4.790082,4.145648,3.473779,2.777284,2.059128,1.322410,0.570335,-0.193809,-0.966679,-1.744903,-2.525101,-3.303913,-4.078022,-4.844174,-5.599206,-6.340058,-7.063801,-7.767652,-8.448993,-9.105384,-9.734586,-10.334565,-10.903512,-11.439848,-11.942236,-12.409585,-12.841052,-13.236047,-13.594229,-13.915501,-14.200004,-14.448107,-14.660395,-14.837652,-14.980846,-15.091111,-15.169724,-15.218087,-15.237703,-15.230156,-15.197091,-15.140191,-15.061158,-14.961698,-14.843504,-14.708237
-0.174112,0.053249,0.293017,0.545295,0.810129,1.087505,1.377339,1.679471,1.993662,2.319584,2.656816,3.004837,3.363021,3.730633,4.106822,4.490620,4.880934,5.276551,5.676129,6.078204,6.481182,6.883352,7.282879,7.677816,8.066107,8.445596,8.814037,9.169103,9.508402,9.829490,10.129887,10.407093,10.658614,10.881973,11.074740,11.234552,11.359138,11.446341,11.494146,11.500705,11.464359,11.383665,11.257416,11.084663,10.864734,10.597251,10.282139,9.919641,9.510323,9.055072,8.555101,8.011935,7.427409,6.803651,6.143061,5.448299,4.722255,3.968025,3.188889,2.388276,1.569741,0.736933,-0.106433,-0.956606,-1.809823,-2.662341,-3.510459,-4.350546,-5.179064,-5.992592,-6.787848,-7.561709,-8.311232,-9.033673,-9.726503,-10.387428,-11.014397,-11.605619,-12.159572,-12.675011,-13.150972,-13.586775,-13.982022,-14.336596,-14.650647,-14.924589,-15.159078,-15.355001,-15.513456,-15.635726,-15.723260,-15.777646,-15.800586,-15.793872,-15.759362,-15.698954,-15.614562,-15.508103,-15.381470,-15.236520
-0.007461,0.239173,0.499570,0.773888,1.062223,1.364607,1.680999,2.011279,2.355237,2.712574,3.082885,3.465659,3.860270,4.265972,4.681893,5.107027,5.540236,5.980242,6.425626,6.874828,7.326146,7.777737,8.227620,8.673684,9.113688,9.545273,9.965972,10.373221,10.764369,11.136699,11.487442,11.813797,12.112953,12.382110,12.618506,12.819440,12.982302,13.104600,13.183989,13.218299,13.205565,13.144055,13.032297,12.869104,12.653596,12.385221,12.063771,11.689396,11.262610,10.784297,10.255710,9.678461,9.054516,8.386177,7.676062,6.927082,6.142416,5.325481,4.479902,3.609479,2.718155,1.809983,0.889092,-0.040341,-0.974128,-1.908096,-2.838115,-3.760130,-4.670185,-5.564450,-6.439243,-7.291058,-8.116583,-8.912723,-9.676624,-10.405683,-11.097573,-11.750256,-12.361992,-12.931353,-13.457228,-13.938830,-14.375690,-14.767657,-15.114891,-15.417849,-15.677271,-15.894157,-16.069750,-16.205507,-16.303072,-16.364248,-16.390966,-16.385259,-16.349228,-16.285016,-16.194785,-16.080687,-15.944847,-15.789342
0.167251,0.434332,0.716654,1.014435,1.327832,1.656933,2.001749,2.362206,2.738139,3.129280,3.535254,3.955567,4.389602,4.836609,5.295700,5.765842,6.245853,6.734397,7.229978,7.730944,8.235479,8.741610,9.247205,9.749979,10.247497,10.737187,11.216345,11.682147,12.131665,12.561885,12.969718,13.352029,13.705657,14.027438,14.314235,14.562965,14.770632,14.934357,15.051412,15.119253,15.135556,15.098247,15.005536,14.855946,14.648344,14.381963,14.056422,13.671746,13.228373,12.727165,12.169401,11.556780,10.891402,10.175753,9.412685,8.605389,7.757361,6.872373,5.954435,5.007760,4.036723,3.045828,2.039668,1.022892,0.000165,-1.023857,-2.044568,-3.057437,-4.058039,-5.042082,-6.005435,-6.944157,-7.854515,-8.733016,-9.576427,-10.381794,-11.146466,-11.868114,-12.544741,-13.174703,-13.756712,-14.289844,-14.773543,-15.207614,-15.592217,-15.927856,-16.215359,-16.455855,-16.650753,-16.801707,-16.910586,-16.979442,-17.010470,-17.005979,-16.968352,-16.900016,-16.803414,-16.680970,-16.535073,-16.368049
0.349880,0.638611,0.944188,1.266900,1.606974,1.964563,2.339741,2.732495,3.142709,3.570162,4.014517,4.475308,4.951937,5.443659,5.949581,6.468650,6.999647,7.541182,8.091690,8.649427,9.212467,9.778704,10.345853,10.911448,11.472854,12.027272,12.571746,13.103177,13.618336,14.113883,14.586384,15.032334,15.448183,15.830360,16.175306,16.479508,16.739527,16.952041,17.113879,17.222061,17.273840,17.266736,17.198580,17.067547,16.872190,16.611476,16.284804,15.892032,15.433491,14.909993,14.322833,13.673783,12.965082,12.199413,11.379881,10.509980,9.593561,8.634787,7.638098,6.608166,5.549852,4.468161,3.368205,2.255158,1.134221,0.010583,-1.110614,-2.224305,-3.325541,-4.409511,-5.471578,-6.507306,-7.512487,-8.483169,-9.415683,-10.306670,-11.153101,-11.952302,-12.701975,-13.400213,-14.045512,-14.636784,-15.173357,-15.654975,-16.081791,-16.454352,-16.773582,-17.040756,-17.257470,-17.425604,-17.547288,-17.624859,-17.660821,-17.657801,-17.618508,-17.545700,-17.442140,-17.310567,-17.153672,-16.974064
0.540210,0.851817,1.182009,1.531156,1.899566,2.287471,2.695020,3.122268,3.569166,4.035550,4.521133,5.025491,5.548054,6.088097,6.644732,7.216895,7.803340,8.402633,9.013145,9.633047,10.260306,10.892686,11.527743,12.162833,12.795111,13.421541,14.038903,14.643803,15.232693,15.801879,16.347551,16.865799,17.352641,17.804057,18.216013,18.584507,18.905599,19.175458,19.390401,19.546941,19.641832,19.672116,19.635168,19.528741,19.351008,19.100602,18.776642,18.378771,17.907167,17.362562,16.746241,16.060043,15.306341,14.488028,13.608480,12.671529,11.681411,10.642731,9.560407,8.439623,7.285781,6.104450,4.901317,3.682146,2.452732,1.218862,-0.013726,-1.239374,-2.452541,-3.647837,-4.820053,-5.964194,-7.075510,-8.149526,-9.182070,-10.169311,-11.107777,-11.994391,-12.826491,-13.601855,-14.318716,-14.975779,-15.572223,-16.107707,-16.582363,-16.996780,-17.351983,-17.649407,-17.890861,-18.078487,-18.214715,-18.302215,-18.343846,-18.342608,-18.301591,-18.223931,-18.112765,-17.971197,-17.802259,-17.608888
